id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38837741,Rental unit in Singapore · 2 bedrooms · 4 beds · 2 baths,138649185,Apac,Central Region,Tanglin,1.31405,103.82495,Entire home/apt,859,6,0,,,253,349,0,Authorised Serviced Apartment
38910295,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,201775246,Hillary,Central Region,Kallang,1.31068,103.86118,Private room,49,92,1,2019-11-01,0.02,44,326,0,
38911774,Condo in Farrer Park · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Kallang,1.31189,103.86001,Entire home/apt,129,92,0,,,144,0,0,
38912342,Condo in Farrer Park · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Kallang,1.31246,103.85964,Entire home/apt,136,92,0,,,144,0,0,
38914093,Hotel in Singapore · ★4.36 · 1 bedroom · 2 beds · 1 private bath,292133113,Qi,Central Region,Rochor,1.3045,103.85812,Hotel room,138,1,22,2023-08-16,0.49,17,88,17,S0430
38915453,Rental unit in Singapore · 2 bedrooms · 4 beds · 2 baths,138649185,Apac,Central Region,Tanglin,1.31237,103.82479,Entire home/apt,650,92,0,,,253,364,0,
38915787,Rental unit in Singapore · 2 bedrooms · 4 beds · 2 baths,156409670,Tushita,Central Region,Tanglin,1.31391,103.82689,Entire home/apt,875,92,0,,,136,364,0,
38916143,Hotel in Singapore · ★4.38 · 1 bedroom · 2 beds · 1 private bath,292133113,Qi,Central Region,Rochor,1.30342,103.85841,Hotel room,170,1,106,2023-09-05,2.37,17,90,74,S0430
38935611,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.3119,103.86136,Private room,49,92,3,2021-01-31,0.09,70,357,0,
38939902,Hotel in Singapore · ★4.22 · 1 bedroom · 1 bed · 1 private bath,292133113,Qi,Central Region,Rochor,1.30488,103.85845,Hotel room,137,1,64,2023-05-19,1.50,17,86,38,S0430
38951604,Condo in Singapore · ★5.0 · 2 bedrooms · 2 beds · 2 baths,20715591,Clem,Central Region,Downtown Core,1.29149,103.84976,Entire home/apt,273,92,3,2020-01-21,0.06,2,365,0,
38965851,Condo in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 private bath,20715591,Clem,Central Region,Downtown Core,1.28956,103.85074,Private room,137,92,6,2021-12-31,0.13,2,365,0,
38986386,Hotel in Singapore · ★4.29 · 1 bedroom · 1 bed · 1 private bath,292133113,Qi,Central Region,Rochor,1.30329,103.85847,Hotel room,204,1,7,2023-05-18,0.15,17,98,3,S0430
38986709,Hotel in Singapore · ★4.45 · 1 bedroom · 1 bed · 1 private bath,292133113,Qi,Central Region,Rochor,1.30442,103.85835,Hotel room,165,1,22,2023-07-13,0.49,17,92,13,S0430
38987390,Hotel in Singapore · ★3.90 · 1 bedroom · 2 beds · 1 private bath,292133113,Qi,Central Region,Rochor,1.30303,103.85958,Private room,169,1,10,2023-05-11,0.67,17,97,8,S0430
39014250,Hotel in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 private bath,292133113,Qi,Central Region,Rochor,1.30456,103.85851,Hotel room,169,1,12,2023-05-18,0.62,17,95,7,S0430
39014610,Hotel in Singapore · ★4.55 · 1 bedroom · 3 beds · 1 private bath,292133113,Qi,Central Region,Rochor,1.30457,103.86025,Hotel room,356,1,20,2023-06-08,0.59,17,75,9,S0430
39063539,Condo in Tanjong Pagar · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Downtown Core,1.27429,103.84513,Entire home/apt,169,92,0,,,144,0,0,
39115031,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,201775246,Hillary,Central Region,Kallang,1.31158,103.8609,Private room,49,92,1,2019-11-15,0.02,44,326,0,
39119402,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29986,103.86123,Entire home/apt,699,1,1,2022-04-13,0.06,3,137,0,M0066
39119415,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29914,103.86103,Entire home/apt,800,1,0,,,3,145,0,M0066
39123066,Home in Singapore · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,4850041,Brandon,North Region,Woodlands,1.42997,103.77846,Private room,39,92,9,2022-11-20,0.19,4,364,1,Authorised Serviced Apartment
39158146,Condo in Singapore · ★4.33 · 1 bedroom · 2 beds · 1 bath,129356836,Lu,West Region,Jurong East,1.33358,103.73832,Private room,85,92,3,2023-06-18,0.06,1,273,1,
39189378,Condo in Singapore · ★New · 2 bedrooms · 2 beds · 1 shared bath,65860903,Ashok,Central Region,Kallang,1.3271680604842302,103.86395136734944,Private room,130,7,0,,,2,364,0,Authorised Serviced Apartment
39212348,Rental unit in Singapore · 2 bedrooms · 3 beds · 2 baths,138649185,Apac,Central Region,Novena,1.32204,103.85153,Entire home/apt,515,30,0,,,253,364,0,Authorised Serviced Apartment
39212874,Serviced apartment in Singapore · ★4.25 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27222,103.83564,Entire home/apt,134,92,4,2021-09-05,0.09,16,26,0,
39214180,Rental unit in Singapore · 2 bedrooms · 3 beds · 2 baths,156409670,Tushita,Central Region,Novena,1.31989,103.85361,Entire home/apt,435,30,0,,,136,364,0,Authorised Serviced Apartment
39281565,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,188697237,Mark,North-East Region,Hougang,1.35855,103.88282,Entire home/apt,100,350,4,2023-06-05,0.10,1,326,2,
39293936,Home in Singapore · ★5.0 · 2 bedrooms · 2 beds · 3 baths,263039672,Joyce,Central Region,Bishan,1.35789,103.82738,Entire home/apt,99,93,8,2022-01-31,0.18,1,205,0,
39313829,Home in Singapore · 1 bedroom · 1 bed · 1 private bath,60024674,Mike,Central Region,Novena,1.31688,103.84483,Private room,118,92,2,2021-09-27,0.06,2,365,0,
39326791,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,48307592,Julie,Central Region,Queenstown,1.30275,103.7841,Private room,80,180,0,,,5,84,0,
39338786,Serviced apartment in Singapore · ★4.46 · 1 bedroom · 1 bed · 1 private bath,287240181,Hmlet Cantonment,Central Region,Bukit Merah,1.27536,103.83988,Private room,226,6,39,2023-08-07,0.83,3,351,27,Authorised Serviced Apartment
39345579,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Kallang,1.3097,103.86076,Private room,49,92,0,,,62,326,0,
39380253,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30959,103.86141,Private room,49,92,2,2020-04-15,0.04,93,326,0,
39401038,Condo in Singapore · 3 bedrooms · 4 beds · 3 baths,138649185,Apac,Central Region,Singapore River,1.29027,103.84169,Entire home/apt,959,6,1,2022-04-03,0.06,253,364,0,
39401945,Condo in Singapore · 3 bedrooms · 4 beds · 2 baths,156409670,Tushita,Central Region,Singapore River,1.29044,103.84097,Entire home/apt,910,92,0,,,136,364,0,
39403510,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Newton,1.31055,103.83819,Entire home/apt,370,92,0,,,253,364,0,Authorised Serviced Apartment
39404193,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,156409670,Tushita,Central Region,Newton,1.30859,103.84014,Entire home/apt,395,92,0,,,136,364,0,
39404728,Condo in Singapore · 3 bedrooms · 4 beds · 2 baths,138649185,Apac,Central Region,Newton,1.31047,103.83981,Entire home/apt,450,92,0,,,253,364,0,
39404880,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Orchard,1.30819,103.83488,Entire home/apt,525,92,0,,,253,364,0,
39405623,Rental unit in Singapore · 3 bedrooms · 4 beds · 2 baths,138649185,Apac,Central Region,Orchard,1.30644,103.83257,Entire home/apt,700,92,0,,,253,364,0,
39406103,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,156409670,Tushita,Central Region,Newton,1.30596,103.83483,Entire home/apt,375,92,0,,,136,364,0,
39406586,Rental unit in Singapore · 3 bedrooms · 4 beds · 2 baths,156409670,Tushita,Central Region,Orchard,1.30818,103.83461,Entire home/apt,510,92,0,,,136,364,0,
39424914,Condo in Singapore · 4 bedrooms · 1 bed · 1 bath,302831055,Chang,Central Region,Queenstown,1.29432,103.80477,Private room,18,180,0,,,1,0,0,
39451138,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,41383223,Patrick,Central Region,Bukit Timah,1.31573,103.80362,Private room,74,92,1,2020-03-29,0.02,1,112,0,
39451764,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30953,103.86042,Private room,49,92,1,2020-03-01,0.02,93,326,0,
39488084,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30973,103.86054,Private room,55,92,2,2020-02-08,0.04,70,357,0,
39488323,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 2.5 shared baths,270498230,Ananda,Central Region,Kallang,1.31592,103.85406,Private room,55,92,4,2022-01-20,0.10,9,296,0,
39589304,Hotel in Singapore · ★4.67 · 1 bedroom · 3 beds · 1 private bath,292133113,Qi,Central Region,Rochor,1.30507,103.85975,Private room,255,1,52,2023-05-10,1.10,17,97,25,S0430
39603119,Rental unit in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 private bath,100661714,Phillip,North-East Region,Serangoon,1.3725,103.87352,Private room,150,92,3,2020-03-12,0.07,3,0,0,
39612598,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Geylang,1.3147,103.88163,Private room,33,92,1,2020-11-28,0.03,70,326,0,
39617089,Condo in Farrer Park · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Kallang,1.31347,103.85777,Entire home/apt,136,92,0,,,144,0,0,
39638066,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30968,103.86086,Private room,49,92,4,2021-08-29,0.09,93,357,0,
39641124,Serviced apartment in Novena  · ★4.75 · Studio · 1 bed · 1 bath,267763952,Yee,Central Region,Novena,1.31781,103.84667,Entire home/apt,179,6,4,2021-12-28,0.10,4,0,0,Authorised Serviced Apartment
39641335,Serviced apartment in Novena  · Studio · 1 bed · 1 bath,267763952,Yee,Central Region,Novena,1.31754,103.84687,Entire home/apt,169,6,0,,,4,0,0,Authorised Serviced Apartment
39641470,Serviced apartment in Novena  · ★4.67 · 1 bedroom · 1 bed · 1 bath,267763952,Yee,Central Region,Novena,1.31801,103.84881,Entire home/apt,189,6,3,2022-01-04,0.13,4,0,0,Authorised Serviced Apartment
39641568,Serviced apartment in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 bath,267763952,Yee,Central Region,Novena,1.31932,103.84659,Entire home/apt,258,6,60,2022-01-09,1.28,4,0,0,Authorised Serviced Apartment
39653480,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Kallang,1.3109,103.86021,Private room,49,92,0,,,62,357,0,
39655270,Condo in Farrer Park · 2 bedrooms · 2 beds · 1 bath,66406177,Jay,Central Region,Kallang,1.31386,103.85931,Entire home/apt,165,92,1,2020-01-31,0.02,144,0,0,
39657837,Condo in Singapore · ★5.0 · 1 bedroom · 2 beds · 1 bath,1563123,Caroline,Central Region,Downtown Core,1.27316,103.84638,Entire home/apt,210,92,3,2020-01-01,0.06,1,216,0,
39679521,Condo in Singapore · 1 bedroom · 1 bed · 3.5 shared baths,65982503,Wei,North Region,Yishun,1.4156,103.84413,Private room,55,92,1,2019-11-13,0.02,2,322,0,
39689162,Serviced apartment in Singapore · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,13468566,Andy,Central Region,Bukit Merah,1.2758,103.84006,Entire home/apt,330,6,7,2023-08-23,0.15,10,363,1,
39732502,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 baths,25672695,Jane,East Region,Tampines,1.3481,103.9596,Private room,80,92,1,2020-01-08,0.02,1,0,0,
39759499,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,305617112,Sujesh,North-East Region,Serangoon,1.35357,103.86585,Entire home/apt,1800,92,0,,,1,0,0,
39811470,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,226861436,Mya The,Central Region,Rochor,1.3014,103.84833,Private room,1200,92,0,,,1,91,0,
39822559,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30965,103.86186,Private room,49,92,1,2021-03-01,0.03,70,326,0,
39885622,Condo in Singapore · Studio · 1 bed · 1 bath,70645508,Basanth,East Region,Bedok,1.32025,103.95725,Entire home/apt,90,92,0,,,1,0,0,
40043690,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,138649185,Apac,Central Region,Tanglin,1.3084,103.82597,Entire home/apt,615,92,0,,,253,364,0,
40048607,Condo in Singapore · ★5.0 · 2 bedrooms · 5 beds · 2 baths,9410772,Yangxiao,East Region,Bedok,1.31418,103.90769,Entire home/apt,220,92,4,2020-01-06,0.09,2,0,0,
40072058,Rental unit in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 bath,1280862,JZ Dale,Central Region,Queenstown,1.3051,103.80024,Private room,101,6,6,2023-06-22,1.35,2,341,6,Authorised Serviced Apartment
40113996,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,191309433,Zoe,Central Region,Kallang,1.32744,103.86243,Private room,30,1000,0,,,7,365,0,
40120214,Condo in Tanjong Pagar · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Downtown Core,1.27996,103.8464,Entire home/apt,172,92,2,2021-08-31,0.05,144,0,0,
40120307,Home in Tanjong Pagar · ★3.50 · Studio · 1 bed · 1 bath,66406177,Jay,Central Region,Downtown Core,1.2748,103.84702,Entire home/apt,125,92,4,2020-07-31,0.09,144,0,0,
40122145,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,238891646,Neha,Central Region,River Valley,1.29452,103.83706,Entire home/apt,400,92,0,,,139,364,0,
40149431,Rental unit in Singapore · Studio · 2 beds · 1 shared bath,176867619,Thian Yin,Central Region,Bukit Merah,1.2907,103.82812,Private room,67,92,0,,,1,179,0,
40185785,Rental unit in Singapore · 2 bedrooms · 3 beds · 2 baths,138649185,Apac,North-East Region,Hougang,1.37667,103.87967,Entire home/apt,560,6,0,,,253,364,0,Authorised Serviced Apartment
40198092,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,3989090,Songren,West Region,Clementi,1.3223,103.75713,Private room,130,92,16,2023-05-10,0.35,1,94,1,
40202857,Condo in Singapore · Studio · 1 bed · 2 shared baths,191309433,Zoe,Central Region,Kallang,1.32588,103.86234,Private room,40,1000,2,2021-05-22,0.04,7,365,0,
40211954,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.31131,103.86041,Private room,49,92,1,2020-03-23,0.02,70,357,0,
40213569,Rental unit in Singapore · ★4.75 · Studio · 2 beds · 1.5 baths,310302453,Derrick,Central Region,Downtown Core,1.27634,103.84507,Private room,118,92,4,2020-01-30,0.09,1,178,0,
40226189,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,97878860,Chess,Central Region,Kallang,1.31234,103.8578,Private room,45,92,2,2020-02-28,0.04,62,357,0,
40267527,Loft in Singapore · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,65960122,Alex,Central Region,River Valley,1.29746,103.84153,Private room,68,92,25,2022-01-19,0.54,3,91,0,
40267722,Loft in Singapore · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,65960122,Alex,Central Region,River Valley,1.29762,103.84157,Private room,59,92,20,2021-12-08,0.43,3,91,0,
40294463,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,311294849,Joanne,Central Region,Bukit Merah,1.27368,103.83432,Entire home/apt,149,92,0,,,1,180,0,
40313848,Rental unit in Singapore · 1 bedroom · 0 baths,156409670,Tushita,Central Region,Bukit Merah,1.27228,103.83394,Entire home/apt,160,92,0,,,136,364,0,
40314128,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Bukit Merah,1.27386,103.83233,Entire home/apt,238,6,1,2020-01-02,0.02,253,364,0,
40314515,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,156409670,Tushita,Central Region,Bukit Merah,1.27437,103.83293,Entire home/apt,168,92,0,,,136,364,0,
40315763,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,201775246,Hillary,Central Region,Kallang,1.31212,103.86349,Private room,49,92,1,2021-02-22,0.03,44,326,0,
40316461,Loft in Singapore · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,267829428,Carolyn,West Region,Choa Chu Kang,1.39926,103.74614,Private room,55,92,17,2022-04-09,0.37,1,181,0,
40321693,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,1280862,JZ Dale,Central Region,Queenstown,1.30468,103.79806,Private room,55,180,0,,,2,365,0,
40336951,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,28551332,Micky,Central Region,Tanglin,1.31728,103.82826,Private room,40,92,0,,,2,0,0,
40354419,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,138649185,Apac,Central Region,Bukit Merah,1.27229,103.83286,Entire home/apt,249,6,0,,,253,364,0,
40354655,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,156409670,Tushita,Central Region,Bukit Merah,1.27399,103.83267,Entire home/apt,172,92,0,,,136,364,0,
40361907,Rental unit in Singapore · ★4.22 · 1 bedroom · 3 beds · 1 private bath,33096269,E C,Central Region,Geylang,1.31237,103.88693,Private room,70,92,9,2022-01-02,0.20,9,269,0,
40382084,Serviced apartment in Singapore · 2 bedrooms · 3 beds · 2 baths,156409670,Tushita,North-East Region,Hougang,1.37484,103.88044,Entire home/apt,499,92,0,,,136,364,0,
40384948,Home in Singapore · 1 bedroom · 1 shared bath,80852936,Radiance,Central Region,Geylang,1.31399,103.89803,Private room,70,92,0,,,1,362,0,
40456301,Bed and breakfast in Singapore · ★5.0 · 1 bedroom · 8 beds · 2 shared baths,313008662,Chen,Central Region,Geylang,1.31648,103.88486,Private room,269,92,3,2020-02-07,0.07,6,0,0,
40479903,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,247582320,Bang,Central Region,Geylang,1.31854,103.88207,Shared room,450,92,0,,,1,180,0,
40509365,Bed and breakfast in Singapore · Studio · 1 shared bath,160703921,KayGek,West Region,Bukit Panjang,1.36942,103.77689,Private room,137,92,0,,,2,179,0,
40516462,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,16689899,Cindy,North Region,Woodlands,1.44418,103.80652,Private room,82,92,2,2020-01-17,0.04,1,364,0,
40551114,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Kallang,1.31017,103.85999,Private room,49,92,0,,,62,326,0,
40552643,Bed and breakfast in Singapore · ★4.47 · 1 bedroom · 6 beds · 2 shared baths,313008662,Chen,Central Region,Geylang,1.31531,103.88457,Shared room,34,92,15,2020-03-24,0.32,6,0,0,
40567661,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Outram,1.28313,103.84159,Private room,59,92,0,,,93,357,0,
40571566,Bed and breakfast in Singapore · 1 bedroom · 8 beds · 2 shared baths,313008662,Chen,Central Region,Geylang,1.31683,103.8826,Private room,269,92,1,2019-12-26,0.02,6,0,0,
40597192,Serviced apartment in Singapore · 1 bedroom · 2 beds · 1.5 baths,101145755,Yulie,Central Region,Bukit Merah,1.27219,103.83402,Private room,212,92,1,2019-12-20,0.02,16,364,0,
40597586,Hostel in Singapore · 1 bedroom · 1 bed · 1 shared bath,212039019,Thads,Central Region,Bukit Merah,1.28432,103.83387,Shared room,34,92,0,,,8,365,0,
40605925,Serviced apartment in Singapore · 4 bedrooms · 4 beds · 2 baths,238891646,Neha,West Region,Clementi,1.31094,103.76303,Entire home/apt,410,92,0,,,139,364,0,
40634584,Condo in Singapore · 1 bedroom · 1.5 baths,4276812,David,Central Region,Downtown Core,1.28021,103.85311,Private room,200,92,0,,,1,363,0,
40641448,Serviced apartment in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27454,103.83258,Entire home/apt,133,92,6,2021-09-30,0.13,16,364,0,
40642051,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,97878860,Chess,Central Region,Bukit Merah,1.28387,103.835,Private room,59,92,1,2020-01-09,0.02,62,357,0,
40642810,Serviced apartment in Singapore · ★3.67 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27292,103.83383,Entire home/apt,173,92,3,2020-02-02,0.07,16,365,0,
40663631,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,216142283,William,West Region,Bukit Panjang,1.38918,103.77194,Private room,40,180,3,2020-01-22,0.07,1,0,0,
40681844,Serviced apartment in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27475,103.83404,Entire home/apt,173,92,3,2021-05-07,0.09,16,365,0,
40687175,Condo in Singapore · 2 bedrooms · 1 bed · 1 private bath,11782171,Eugene,Central Region,Bukit Merah,1.28656,103.82586,Private room,118,188,0,,,1,365,0,
40690201,Serviced apartment in Singapore · ★4.86 · Studio · 1 bed · 1 bath,13468566,Andy,Central Region,Bukit Merah,1.27454,103.84002,Entire home/apt,250,6,7,2023-08-08,0.15,10,363,6,
40692679,Condo in Tanjong Pagar · 2 bedrooms · 2 beds · 2 baths,66406177,Jay,Central Region,Downtown Core,1.27529,103.84388,Entire home/apt,179,92,1,2021-05-07,0.03,144,0,0,
40708485,Serviced apartment in Singapore · ★4.27 · 1 bedroom · 1 bed · 1 private bath,101145755,Yulie,Central Region,Bukit Merah,1.27233,103.83318,Private room,138,92,11,2021-09-05,0.24,16,365,0,
40712363,Condo in Tanjong Pagar · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Downtown Core,1.28028,103.8487,Entire home/apt,148,92,0,,,144,0,0,
40712481,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,238891646,Neha,Central Region,Bukit Merah,1.27407,103.83426,Entire home/apt,240,92,0,,,139,364,0,
40712903,Home in Singapore · ★4.67 · 1 bedroom · 1 bed · Shared half-bath,229224555,Jian,West Region,Jurong East,1.34426,103.72577,Private room,65,92,3,2020-01-13,0.07,1,0,0,
40715608,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 private bath,101145755,Yulie,Central Region,Bukit Merah,1.27504,103.83424,Private room,154,92,0,,,16,364,0,
40736423,Rental unit in Singapore · ★4.60 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29919,103.8537,Entire home/apt,175,6,5,2023-05-18,0.11,29,0,1,Authorised Serviced Apartment
40736566,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Downtown Core,1.2974,103.85334,Entire home/apt,175,6,2,2020-02-15,0.05,29,0,0,Authorised Serviced Apartment
40748133,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27483,103.8347,Private room,154,92,1,2019-12-23,0.02,16,364,0,
40765359,Serviced apartment in Singapore · ★4.20 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27286,103.83418,Entire home/apt,138,92,5,2021-08-30,0.11,16,365,0,
40769351,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Bukit Merah,1.28338,103.8352,Private room,59,92,3,2021-05-19,0.08,93,357,0,
40774447,Boat in Singapore · 1 bedroom · 1 bed · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.29323,103.76341,Private room,283,5,0,,,52,2,0,S0399
40789842,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,156409670,Tushita,Central Region,Queenstown,1.30124,103.80098,Entire home/apt,345,92,1,2021-10-02,0.04,136,364,0,
40809878,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27497,103.83395,Entire home/apt,154,92,2,2021-04-02,0.06,16,364,0,
40816592,Condo in Singapore · ★4.33 · 1 bedroom · 1 bed · 1 private bath,177788419,Yann,West Region,Bukit Panjang,1.37288,103.76524,Private room,70,92,3,2020-04-14,0.07,1,90,0,
40831251,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,48307592,Julie,West Region,Clementi,1.31806,103.7621,Private room,75,92,0,,,5,84,0,
40833390,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,290685432,Ave,West Region,Jurong West,1.3523,103.69923,Private room,55,92,2,2022-11-03,0.09,1,364,1,
40849480,Hostel in Singapore · 1 bedroom · 46 beds · 3 shared baths,50960671,Justin,Central Region,Rochor,1.30129,103.86056,Shared room,41,92,0,,,9,365,0,
40850159,Hostel in Singapore · 1 bedroom · 8 beds · 1 shared bath,50960671,Justin,Central Region,Singapore River,1.28811,103.84853,Shared room,73,92,0,,,9,365,0,
40855337,Condo in Singapore  · ★4.63 · 1 bedroom · 1 bed · 1.5 baths,300415759,Unicorn,Central Region,Marine Parade,1.30775,103.89944,Private room,80,92,16,2020-09-11,0.35,5,0,0,
40856084,Rental unit in Singapore · 3 bedrooms · 4 beds · 2 baths,156409670,Tushita,West Region,Clementi,1.30262,103.76654,Entire home/apt,425,92,0,,,136,364,0,
40875632,Serviced apartment in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29754,103.85168,Entire home/apt,185,6,4,2023-05-19,0.18,29,7,1,Authorised Serviced Apartment
40881888,Condo in Singapore · ★4.68 · 1 bedroom · 1 bed · 1.5 shared baths,300415759,Unicorn,Central Region,Marine Parade,1.30766,103.89948,Private room,63,92,25,2020-12-11,0.56,5,0,0,
40888220,Condo in Singapore · 3 bedrooms · 5 beds · 3 baths,9410772,Yangxiao,East Region,Bedok,1.31422,103.90759,Entire home/apt,220,92,0,,,2,0,0,
40901829,Hostel in Singapore · 1 bedroom · 4 beds · 3 shared baths,50960671,Justin,Central Region,Downtown Core,1.29979,103.85857,Shared room,61,92,0,,,9,365,0,
40902252,Condo in Singapore · 2 bedrooms · 2 beds · 2 shared baths,65982503,Wei,North Region,Yishun,1.41629,103.84633,Private room,55,92,0,,,2,322,0,
40904017,Serviced apartment in Singapore · ★4.85 · 1 bedroom · 1 bed · 1 bath,101145755,Yulie,Central Region,Bukit Merah,1.27484,103.83239,Entire home/apt,138,92,20,2022-04-21,0.46,16,365,0,
40904264,Hostel in Singapore · 1 bedroom · 12 beds · 3 shared baths,50960671,Justin,Central Region,Rochor,1.30196,103.85935,Shared room,66,92,0,,,9,365,0,
40904925,Hostel in Singapore · 1 bedroom · 4 beds · 2.5 shared baths,50960671,Justin,Central Region,Outram,1.28155,103.84501,Shared room,101,92,2,2020-01-20,0.04,9,180,0,
40905313,Hostel in Singapore · 1 bedroom · 7 beds · 2.5 shared baths,50960671,Justin,Central Region,Outram,1.28315,103.84252,Shared room,56,92,0,,,9,180,0,
